id,predicted_price
2591820310,443011.5796727842
7974200820,849989.9849309375
7701450110,1187442.1599173914
9522300010,1703889.8205878024
9510861140,669863.2203040175
1761300310,244551.95496354735
7732410120,807219.7458134242
7010701383,523228.2391531787
291310170,348586.7249785721
4232901990,545010.5758530021
6840701125,578757.5751376544
3971700580,395267.4431589618
4202400078,224072.9390778298
6064800090,375426.8056993538
2626119028,226246.8181704633
3303980660,1254211.9721691213
862000020,773294.3437274788
2386000070,1147659.2779616464
1138000450,338586.22656549024
1775800420,458486.6543620982
2291401425,425594.5319866354
2025770560,1956252.1994273562
3525069037,782422.2001397315
9324800450,559328.1973108815
8080400136,502170.2418914599
8651540040,514020.21270223695
9407001790,212637.4127076046
1773101530,233136.1855604553
9432900250,383533.4264257307
1794500695,545872.6847957494
2220069003,392980.0633296477
923000120,441427.5990380051
5728000060,549372.4442818452
16000200,296755.6244110694
1926059094,398303.95739807223
6672900220,1015149.0391952071
3629860060,816760.3948686745
1822069109,466091.9305507567
6675500105,305011.32220116036
249000180,1637192.0520624383
226059065,531620.3544559404
396100110,287768.55325693515
9264450460,312181.66942672443
7853361210,403052.77250074863
9474700020,331429.4415486778
421000455,256128.7053118129
3755200220,422386.1717730256
7960100075,432933.65043052746
9477100490,280583.3661386395
9138100350,669684.5458709479
1624049275,410476.06318971305
2770606890,443328.6086440506
1157200189,534012.5179520398
2770601800,479846.7034808931
9301300805,505407.9720638746
2325069032,1571233.46735473
1021079099,347247.13436180924
7215730040,727478.126995716
1853200080,449780.0652001824
3224600340,691096.7899493988
3222049120,357608.7629124875
2113700025,262953.8130191912
7893207925,183975.0340031302
3586501085,498112.0850881832
8024200010,494043.35632128833
7116500705,180899.42261614694
1598600209,326670.68167530687
7204200025,946433.1317915552
4206901505,493516.1785151782
2937300440,872238.0252898319
7205000180,325003.77317467093
8718500665,335379.3663446485
5318101765,802732.3841413836
4122700020,934642.9622755026
8078700020,529186.5127300076
3303980680,1059935.5913658657
8924100372,999086.4065871976
2781270210,205460.2408248901
519000043,500542.85133794305
3225069301,1882939.6645526502
151000075,693651.8077385192
2297400020,428362.576787739
6617500085,721746.2566542161
104510180,270339.60024757363
3528900060,987558.5967853104
3345100286,498705.91963840753
1226039130,420487.5574279904
8712100720,680410.3545596725
3037200010,298638.91212377005
3626039268,402095.29583977774
104510230,213366.66126901814
5112800060,486231.27097268985
6072400280,660895.1544332708
5317100570,926519.9114252225
9528102993,520713.2573273042
2919201095,422598.9029917117
6181400920,245726.80226602906
185000161,198969.63905417253
8691400010,780652.2986031731
3345700165,571886.280807157
6151800486,263773.617106114
4340000080,1188200.3876775517
4136960010,791752.1512740691
3634100030,358693.94092861994
1624059224,1152532.4073531793
2788400090,224223.2190821494
9828200762,478482.2841759273
7524400250,541929.6427965213
3528000290,857809.5708865981
5700003630,1965151.810466814
2720069019,390247.64020164014
7227501170,234207.09370386528
2397101270,522452.5414564325
6792100090,691645.0075601282
2770602265,466681.9861420102
3971700937,302019.0175672593
422049203,225217.30525595957
3076500830,347518.38300407707
1423400260,362943.13899935747
9161100795,339010.3060143064
3126049052,435408.8219740045
5100401468,396227.31156176294
514500235,458123.81448118604
1423200170,219764.17987466766
1402100070,454276.2144917908
624110020,801538.2082909883
2407000145,211378.19664641854
1890000225,884810.056889891
1320069271,365675.64456376113
5490700085,369466.2619603907
263000155,408468.59325875406
3726800201,499496.17017192085
5153200358,349836.14771317196
2725079018,829602.556034953
7165700200,288145.10163976235
9429000170,562589.567857528
8718500075,369716.623837983
1760650950,341026.80683976936
1068000559,1452718.6251117946
4113800500,643996.7496176426
4077800507,516813.7390619619
2725069150,854359.7025632771
4008400035,614117.6896859211
7016310270,417845.2519387224
1432701230,229475.48339144397
3278606050,410364.9232429541
2473350710,518194.82245442085
2185000685,208019.3873993378
7792000025,474302.2904359579
6868200029,431346.314018875
624069003,773350.239651621
7431500280,871672.1944949642
3296000040,587445.9954088706
1118001215,1341988.6043919902
6453900040,816057.186939893
333100209,716543.941361035
34001765,586832.278010981
8946700100,383570.3307133206
5561401210,670976.7625182437
6671900095,361710.1494188776
3275850020,700534.3377750006
3876300600,390650.8323687811
1450900020,269825.290196878
8562780280,311255.8289303755
7663700973,325878.5349657208
2126049032,418294.8699139975
1823059159,172701.97267594087
3438503426,197051.19162464267
9297301495,521100.52335417917
7140700850,324693.12300603907
7942601805,752333.7982600029
2555900030,401563.1503120469
2887970040,257284.7061304554
7419700010,698503.1409478001
2239000011,363360.2693692561
9283800050,325446.1036630173
9407001340,230392.5867879505
217500140,683334.377322333
7212660520,151179.68277380904
3298201170,335132.8777232994
3057000400,279290.8017535311
6865200444,458863.33773897507
6071600340,523124.1042825936
6821600005,700440.0145024612
1235100371,803164.360684705
7796450340,319208.5446708654
3603000410,215294.8079830169
9297300255,515243.54021860176
9126100850,520940.8547004088
2770601462,472130.65831103
2599001500,229345.62563218485
1102000095,846360.1111315656
1853080640,989274.6919695704
9551201585,882765.9765535102
3438500796,338098.8603470879
7518504291,531356.9696605856
9269200340,366449.7178216046
715010130,1918421.4382267734
1982201485,588464.007203806
9526500080,296116.5866003976
9277200180,385811.78115611273
6669150280,310798.85450788
8917100153,614011.0096832493
3760500516,1387081.3336352997
2725069050,1094959.788621851
3332000091,360032.9915142255
8562770080,545285.5655624581
8151601190,252074.0063422897
8563040160,590587.4031308119
240000269,1204999.7363016033
4307350200,278793.7236991435
1311910300,244712.68620302336
3574900030,514380.4444997966
7853230570,404593.4893790252
320069049,489257.1204475807
9839301060,574594.57950836
7011201333,624354.8635431516
2781320100,315367.9788544768
3421069120,532541.8810870276
7852030320,465865.708840531
5316101075,1935248.853587544
5309100750,478648.4314265982
629000730,701700.2107117136
511700170,276642.209357851
1562100030,557646.4091613268
2489200230,581062.3752742672
524069116,538019.2905850975
5315100737,940768.299513522
1868900675,873532.2169483113
1608000120,366273.18207521806
705700240,394545.9566636533
7575600610,195432.70407990803
1778500015,716684.809292662
5423500240,194292.74230860145
6713700025,322329.5145576163
2734100734,282793.1249400625
301402280,205124.31469444672
2113700205,270394.27072749817
4114601570,2341745.6197765963
3332000615,278429.9817291415
3630050180,370382.2595128562
6852700520,503404.39598046226
6870310010,642618.2301621638
6163900981,356693.2678808288
393000142,414313.05525602587
1771100130,321773.15840492904
1442860160,353753.24576269777
9191200435,504539.454808968
6788200800,936656.5136795403
1115300070,694562.2006530062
3176600105,667618.6010329978
2770604665,492557.45063746825
5469500580,518258.90903275926
5680000545,482830.900686058
3424089119,524423.832905588
1328300180,333082.5404569374
1773100922,382272.6745601188
4123830480,287456.1976990786
9808610190,1076659.4588411709
4250200140,260573.1063102909
4217402115,2354110.097101911
3831250350,372829.4537863062
2397101055,836508.1998294551
6817850110,1033335.9482904825
7526800200,622934.5912468948
7853370100,671787.408181812
2523089025,1100986.386115491
9476200680,210149.3872142813
5714200140,449679.95938449167
3575304895,558125.6975378047
263000018,414295.2396451326
8080400177,495253.5268009222
6450304130,287998.08775260166
514500090,550659.430215637
9477000300,449315.6809907644
853600310,1891147.2996164665
